docname;main;choice1;level1;choice2;level2;choice3;level3;docbagsize
030-038-000-000-1463738950;000-000;045-050;706;045-025;692;038-038;668;4286
030-038-000-000-1463738960;000-000;045-050;737;038-038;682;015-025;672;3705
030-038-000-000-1463738970;000-000;023-038;966;045-050;762;000-050;744;3849
030-038-000-000-1463738980;000-000;045-050;749;038-038;669;105-050;638;3930
030-038-000-000-1463738990;000-000;045-050;782;038-038;669;045-025;618;3605
030-038-000-000-1463739000;000-000;015-025;994;183-038;847;090-025;657;478
183-038-000-000-1463738340;000-000;183-038;762;165-025;745;158-013;733;3625
183-038-000-000-1463738350;000-000;183-038;809;135-025;708;158-013;701;3463
183-038-000-000-1463738360;000-000;135-025;740;158-013;708;183-038;701;3557
183-038-000-000-1463738370;000-000;135-025;808;183-038;710;165-050;710;3795
183-038-000-000-1463738380;000-000;135-025;786;183-038;781;165-025;709;3386
183-038-000-000-1463738390;000-000;135-025;747;158-013;715;165-050;714;3868
183-038-000-000-1463738400;000-000;135-025;752;150-025;729;183-038;705;3080
183-038-000-000-1463738410;000-000;135-025;756;183-038;739;158-013;699;3885
183-038-000-000-1463738420;000-000;158-013;754;183-038;733;135-025;697;3387
183-038-000-000-1463738430;000-000;183-038;761;135-025;728;165-025;712;3793
183-038-000-000-1463738440;000-000;158-013;750;135-025;726;183-038;725;3707
183-038-000-000-1463738450;000-000;135-025;806;165-025;739;150-025;726;3234
183-038-000-000-1463738460;000-000;183-038;746;135-025;735;158-013;725;3462
183-038-000-000-1463738470;000-000;135-025;774;183-038;766;158-013;742;3466
183-038-000-000-1463738480;000-000;158-013;754;183-038;730;135-025;695;3303
183-038-000-000-1463738490;000-000;135-025;767;183-038;747;165-025;730;3621
183-038-000-000-1463738500;000-000;135-025;764;158-013;703;183-038;699;3471
183-038-000-000-1463738510;000-000;135-025;783;183-038;748;158-013;725;3548
183-038-000-000-1463738520;000-000;183-038;795;135-025;771;150-025;701;3308
183-038-000-000-1463738530;000-000;135-025;792;158-013;737;183-038;722;3704
183-038-000-000-1463738540;000-000;183-038;771;135-025;752;158-013;741;3787
183-038-000-000-1463738550;000-000;135-025;758;183-038;753;165-025;700;3393
183-038-000-000-1463738560;000-000;068-038;814;165-050;741;158-013;731;4128
183-038-000-000-1463738570;000-000;135-025;815;165-050;731;158-013;710;3790
183-038-000-000-1463738580;000-000;183-038;756;158-013;739;135-025;709;3388
183-038-000-000-1463738590;000-000;135-025;765;158-013;751;183-038;730;3629
183-038-000-000-1463738600;000-000;135-025;796;113-013;700;183-038;673;3086
183-038-000-000-1463738610;000-000;183-038;787;135-025;753;165-025;724;3378
183-038-000-000-1463738620;000-000;158-013;774;135-025;708;143-013;643;3544
183-038-000-000-1463738630;000-000;158-013;725;165-025;722;135-025;717;3615
183-038-000-000-1463738640;000-000;158-013;791;183-038;725;135-025;713;3782
183-038-000-000-1463738650;000-000;183-038;699;180-025;691;158-013;682;3536
183-038-000-000-1463738660;000-000;135-025;798;183-038;731;165-025;709;3548
183-038-000-000-1463738670;000-000;135-025;717;180-050;620;158-013;615;2938
183-038-000-000-1463738680;000-000;183-038;788;158-013;739;135-025;734;3625
183-038-000-000-1463738690;000-000;183-038;810;135-025;787;165-025;704;3394
183-038-000-000-1463738700;000-000;135-025;781;165-025;732;183-038;707;3465
183-038-000-000-1463738710;000-000;135-025;778;183-038;719;165-025;703;3469
183-038-000-000-1463738720;000-000;135-025;765;165-025;744;158-013;736;3459
183-038-000-000-1463738730;000-000;183-038;805;135-025;752;158-013;735;3547
183-038-000-000-1463738740;000-000;183-038;753;158-013;727;135-025;682;3225
183-038-000-000-1463738750;000-000;158-013;798;183-038;770;135-025;693;3781
183-038-000-000-1463738760;000-000;165-025;761;183-038;758;135-025;747;3538
183-038-000-000-1463738770;000-000;135-025;754;165-025;743;158-013;722;3223
183-038-000-000-1463738780;000-000;158-013;759;135-025;750;150-025;719;3225
183-038-000-000-1463738790;000-000;183-038;803;135-025;775;165-025;705;3549
183-038-000-000-1463738800;000-000;158-013;789;183-038;771;135-025;718;3462
183-038-000-000-1463738810;000-000;135-025;759;165-025;736;183-038;709;3543
183-038-000-000-1463738820;000-000;158-013;804;165-050;732;135-025;727;3948
183-038-000-000-1463738830;000-000;183-038;794;135-025;736;150-025;720;3227
183-038-000-000-1463738840;000-000;135-025;841;150-025;723;165-025;716;3385
183-038-000-000-1463738850;000-000;158-013;778;173-038;761;135-025;703;4305
183-038-000-000-1463738860;000-000;183-038;765;158-013;702;135-025;694;3551
183-038-000-000-1463738870;000-000;135-025;755;183-038;752;158-013;677;3238
183-038-000-000-1463738880;000-000;158-013;794;183-038;694;165-025;670;3698
183-038-000-000-1463738890;000-000;183-038;785;158-013;720;135-025;715;3548
183-038-000-000-1463738900;000-000;183-038;744;173-038;715;135-025;688;3538
183-038-000-000-1463738910;000-000;183-038;766;135-025;762;158-013;717;3311
183-038-000-000-1463738920;000-000;135-025;771;158-013;718;183-038;711;3790
183-038-000-000-1463738930;000-000;165-025;740;135-025;728;183-038;726;3385
183-038-000-000-1463738940;000-000;135-025;779;158-013;774;165-050;707;3531
183-038-000-000-1463738950;000-000;158-013;804;135-025;706;183-038;702;4039
183-038-000-000-1463738960;000-000;158-013;771;183-038;744;135-025;708;3957
183-038-000-000-1463738970;000-000;158-013;757;183-038;741;135-025;736;3461
183-038-000-000-1463738980;000-000;158-013;827;165-050;745;183-038;712;3854
183-038-000-000-1463738990;000-000;158-013;778;165-025;746;183-038;684;3615
183-038-000-000-1463739000;000-000;068-038;968;180-050;817;158-013;697;1896
023-038-000-000-1463738340;000-000;023-038;1011;045-050;705;083-013;680;4761
023-038-000-000-1463738350;000-000;023-038;1134;068-038;781;045-050;687;4561
023-038-000-000-1463738360;000-000;023-038;1040;000-050;702;045-050;698;4384
023-038-000-000-1463738370;000-000;023-038;1116;068-038;863;000-050;708;4294
023-038-000-000-1463738380;000-000;023-038;959;023-013;710;045-025;700;4574
023-038-000-000-1463738390;000-000;023-038;839;023-013;739;045-050;678;4385
023-038-000-000-1463738400;000-000;023-038;990;075-025;684;045-050;672;4289
023-038-000-000-1463738410;000-000;023-038;775;045-050;700;045-025;672;3948
023-038-000-000-1463738420;000-000;023-038;826;045-050;712;000-050;701;4029
023-038-000-000-1463738430;000-000;023-038;1051;045-050;705;000-050;696;4465
023-038-000-000-1463738440;000-000;023-038;1017;045-050;685;038-038;632;4385
023-038-000-000-1463738450;000-000;023-038;1131;068-038;808;000-050;710;4741
023-038-000-000-1463738460;000-000;023-038;1068;068-038;883;000-050;737;4295
023-038-000-000-1463738470;000-000;023-038;1021;075-025;771;000-050;701;4370
023-038-000-000-1463738480;000-000;023-038;971;045-050;665;045-025;640;4486
023-038-000-000-1463738490;000-000;023-038;1156;045-050;703;000-050;684;4563
023-038-000-000-1463738500;000-000;023-038;1062;045-050;684;045-025;671;4835
023-038-000-000-1463738510;000-000;023-038;1066;045-050;710;000-050;673;4564
023-038-000-000-1463738520;000-000;023-038;1098;075-025;707;045-050;653;4844
023-038-000-000-1463738530;000-000;023-038;839;075-025;731;045-050;641;4483
023-038-000-000-1463738540;000-000;023-038;942;045-050;657;068-038;642;4309
023-038-000-000-1463738550;000-000;068-038;822;045-050;681;023-038;664;4398
023-038-000-000-1463738560;000-000;023-038;1081;045-075;850;045-050;668;4751
023-038-000-000-1463738570;000-000;023-038;1185;000-050;721;045-050;700;4111
023-038-000-000-1463738580;000-000;023-038;1152;000-050;711;045-050;711;4386
023-038-000-000-1463738590;000-000;023-038;983;023-013;704;045-025;689;4390
023-038-000-000-1463738600;000-000;023-038;777;045-050;713;000-050;685;4562
023-038-000-000-1463738610;000-000;023-038;1016;000-050;740;045-050;692;4031
023-038-000-000-1463738620;000-000;023-038;998;045-050;695;038-038;662;4035
023-038-000-000-1463738630;000-000;023-038;1023;045-050;732;000-050;693;4470
023-038-000-000-1463738640;000-000;023-038;1169;000-050;710;045-050;696;4202
023-038-000-000-1463738650;000-000;023-038;1103;000-050;752;045-050;741;4111
023-038-000-000-1463738660;000-000;023-038;963;023-013;719;045-050;692;4295
023-038-000-000-1463738670;000-000;023-038;955;045-050;702;000-050;684;4473
023-038-000-000-1463738680;000-000;023-038;1097;075-025;708;000-050;689;4842
023-038-000-000-1463738690;000-000;023-038;751;000-050;730;045-050;725;4202
023-038-000-000-1463738700;000-000;023-038;876;045-050;688;038-038;654;4207
023-038-000-000-1463738710;000-000;023-038;817;068-038;767;000-050;680;4483
023-038-000-000-1463738720;000-000;023-038;919;045-050;705;045-025;702;4573
023-038-000-000-1463738730;000-000;023-038;984;045-050;724;045-025;652;4295
023-038-000-000-1463738740;000-000;075-025;772;068-038;676;045-050;669;4299
023-038-000-000-1463738750;000-000;023-038;923;045-050;682;045-025;645;4388
023-038-000-000-1463738760;000-000;023-038;772;000-050;714;045-050;700;4216
023-038-000-000-1463738770;000-000;045-050;700;038-038;672;045-025;648;4125
023-038-000-000-1463738780;000-000;023-038;1023;045-050;682;000-050;657;4655
023-038-000-000-1463738790;000-000;023-038;767;075-025;766;045-050;671;4385
023-038-000-000-1463738800;000-000;023-038;1118;045-050;665;000-050;662;4753
023-038-000-000-1463738810;000-000;023-038;1121;045-050;688;000-050;681;4188
023-038-000-000-1463738820;000-000;023-038;1071;000-050;688;045-050;682;4566
023-038-000-000-1463738830;000-000;023-038;1008;045-050;700;038-038;636;4559
023-038-000-000-1463738840;000-000;045-050;722;038-038;690;045-025;657;3794
023-038-000-000-1463738850;000-000;045-050;775;038-038;684;000-050;671;3701
023-038-000-000-1463738860;000-000;023-038;903;023-013;775;045-050;719;4123
023-038-000-000-1463738870;000-000;023-038;715;045-050;707;075-025;694;4466
023-038-000-000-1463738880;000-000;023-038;760;000-050;751;045-050;740;3863
023-038-000-000-1463738890;000-000;000-050;736;023-038;724;045-050;704;4113
023-038-000-000-1463738900;000-000;023-038;981;045-050;692;038-038;635;4295
023-038-000-000-1463738910;000-000;023-038;975;045-050;714;038-038;665;4123
023-038-000-000-1463738920;000-000;045-050;701;045-025;693;075-025;654;4129
023-038-000-000-1463738930;000-000;023-038;971;075-025;740;045-050;649;4383
023-038-000-000-1463738940;000-000;023-038;1023;000-050;714;045-050;702;4378
023-038-000-000-1463738950;000-000;023-038;951;045-050;695;075-025;688;4389
023-038-000-000-1463738960;000-000;023-038;1129;045-050;724;000-050;698;4476
023-038-000-000-1463738970;000-000;075-025;681;023-038;669;045-050;668;4486
023-038-000-000-1463738980;000-000;023-038;1000;045-050;663;045-025;629;4567
023-038-000-000-1463738990;000-000;023-038;832;045-025;678;045-050;666;4390
023-038-000-000-1463739000;000-000;135-025;833;053-013;792;075-025;757;1445
