docname;main;choice1;level1;choice2;level2;choice3;level3;docbagsize
B13-000-000-1463733870;000-000;000-000;1397;030-000;675;053-013;670;1427
X6-015-025-1463736920;015-025;015-050;715;015-025;700;030-025;691;577
B108-090-100-1463734890;090-100;090-100;779;060-050;733;053-013;706;402
B109-030-100-1463734600;030-100;053-013;698;030-100;698;045-050;691;348
B103-180-050-1463734410;180-050;143-038;722;135-075;702;143-013;693;704
X21-135-000-1463737130;135-000;135-000;846;053-013;678;143-013;676;926
B13-000-000-1463737040;000-000;000-000;1431;053-013;658;180-025;655;1322
X22-105-000-1463736860;105-000;053-013;704;105-050;690;075-025;679;531
B102-030-000-1463735000;030-000;030-000;1361;015-050;673;023-013;659;850
B14-000-100-1463733810;000-100;000-100;1367;105-050;672;038-038;669;1022
X4-075-025-1463734620;075-025;075-025;766;053-013;711;105-050;704;423
MB508-030-050-1463737680;030-050;030-050;1162;015-050;739;053-013;699;617
B107-068-013-1463736680;068-013;053-013;699;083-013;684;098-038;679;564
X5-045-025-1463734650;045-025;038-038;712;015-050;711;015-025;709;558
X23-075-075-1463734430;075-075;053-013;723;075-075;690;068-038;685;536
X6-015-025-1463733780;015-025;015-025;826;015-050;738;053-013;668;483
X8-023-038-1463737760;023-038;023-038;767;038-038;703;053-013;698;711
MB276-150-050-1463734280;150-050;150-050;1355;068-038;690;053-013;689;997
X6-015-025-1463736930;015-025;015-050;771;038-038;691;015-025;690;614
B102-143-038-1463737520;143-038;180-050;707;143-013;699;143-038;690;645
B102-143-038-1463737840;143-038;143-038;732;135-075;724;150-050;713;656
B108-053-013-1463736500;053-013;053-013;742;075-025;714;105-050;693;452
X4-075-025-1463734580;075-025;105-050;705;075-025;697;053-013;672;399
B105-098-038-1463738180;098-038;053-013;709;105-025;688;083-013;686;593
X6-015-025-1463734210;015-025;015-025;920;015-050;700;038-038;668;430
X1-165-025-1463734960;165-025;143-013;756;135-050;674;180-025;673;707
B106-083-013-1463736870;083-013;083-013;759;098-013;689;105-050;681;556
MB508-030-050-1463738040;030-050;030-050;857;053-013;708;015-050;700;622
X21-135-050-1463738000;135-050;143-013;698;143-038;682;113-038;677;644
X23-075-075-1463733960;075-075;075-075;747;053-013;714;090-100;698;566
X25-015-075-1463734770;015-075;000-050;898;015-050;702;015-075;677;667
B16-120-000-1463734320;120-000;120-000;1070;053-013;696;143-013;686;836
X6-015-025-1463734880;015-025;015-025;969;038-038;674;015-050;674;426
B109-030-100-1463734290;030-100;030-100;1054;090-100;693;053-013;661;388
X5-045-025-1463736590;045-025;053-013;704;045-000;690;083-013;686;791
B101-158-013-1463736770;158-013;143-013;728;165-050;686;165-025;676;811
B101-090-000-1463734660;090-000;090-000;1478;068-038;752;143-013;697;971
B11-180-000-1463734680;180-000;180-000;1437;143-013;680;053-013;672;1276
B103-128-013-1463737040;128-013;143-013;709;105-000;705;135-025;705;616
B109-038-038-1463737610;038-038;053-013;720;038-038;713;105-050;676;562
X20-165-075-1463735090;165-075;165-075;1241;135-075;678;053-013;674;901
B106-000-050-1463734350;000-050;000-050;1232;015-075;711;015-050;650;658
X21-135-075-1463734800;135-075;135-075;832;143-038;684;143-013;645;700
X2-135-025-1463737050;135-025;135-025;833;113-038;687;105-025;684;409
B16-120-000-1463737020;120-000;120-000;1140;143-013;709;165-050;668;839
B101-158-038-1463737880;158-038;158-038;845;173-038;672;135-025;667;587
B102-143-038-1463737540;143-038;150-100;710;135-075;710;143-038;695;679
X8-023-013-1463736950;023-013;015-050;778;045-025;665;038-038;665;616
MB17-090-050-1463734980;090-050;053-013;733;090-050;700;105-050;692;538
B106-000-050-1463734410;000-050;000-050;1205;015-050;755;015-025;664;658
B106-083-013-1463736820;083-013;053-013;718;090-100;707;083-013;678;658
B107-068-038-1463738020;068-038;068-038;914;053-013;715;143-013;662;786
X20-165-075-1463734000;165-075;165-075;1373;143-038;673;053-013;668;794
B13-000-000-1463736620;000-000;000-000;1418;180-025;665;053-013;662;1371
B16-120-000-1463734590;120-000;120-000;1293;143-013;688;053-013;685;873
B104-120-050-1463734860;120-050;143-013;716;135-025;685;135-050;680;679
X6-015-025-1463734920;015-025;015-025;867;015-050;687;053-013;684;408
X1-165-025-1463734700;165-025;165-025;738;143-013;704;165-050;687;732
X4-075-025-1463736490;075-025;105-050;709;053-013;700;075-025;664;454
MB291-180-100-1463736610;180-100;180-100;1466;053-013;674;023-038;671;907
X20-165-050-1463737780;165-050;120-000;1095;143-013;686;053-013;685;874
B106-083-013-1463736590;083-013;083-013;800;135-025;701;120-025;677;641
X7-183-038-1463737770;183-038;143-013;707;183-038;699;053-013;687;853
B11-180-000-1463734050;180-000;180-000;1387;053-013;681;090-100;668;1381
B105-098-013-1463736630;098-013;090-050;740;053-013;697;105-050;687;507
B105-060-050-1463734960;060-050;060-050;736;090-100;732;053-013;695;430
X21-135-050-1463737530;135-050;135-025;698;113-038;688;143-013;687;621
B100-173-013-1463736600;173-013;173-013;702;165-050;689;143-013;679;864
B100-173-038-1463737870;173-038;173-038;802;150-050;711;165-025;680;979
B101-158-013-1463736690;158-013;143-013;711;143-038;694;158-013;682;732
B100-173-038-1463737960;173-038;173-038;772;143-013;700;143-038;689;800
B11-180-000-1463734640;180-000;180-000;1387;053-013;686;090-100;674;1414
B108-053-038-1463738060;053-038;053-013;740;038-038;690;090-025;683;564
B109-030-100-1463734250;030-100;030-100;1069;090-100;684;053-013;656;379
MB508-030-050-1463734190;030-050;030-050;819;015-050;714;038-038;703;651
B104-120-050-1463734180;120-050;143-013;698;113-038;688;135-025;679;581
B102-143-013-1463736440;143-013;143-013;718;135-025;707;128-013;674;612
X25-015-075-1463734780;015-075;015-075;1272;045-075;742;090-100;690;749
B100-150-000-1463733890;150-000;150-000;1325;165-000;719;135-075;655;1166
X21-135-000-1463736620;135-000;135-000;909;165-000;693;120-000;676;879
B102-143-038-1463738040;143-038;143-013;704;143-038;701;135-050;683;674
X2-135-025-1463733780;135-025;068-038;758;053-013;743;075-000;667;655
X22-105-000-1463736710;105-000;053-013;718;090-050;704;105-050;691;535
B105-098-038-1463737810;098-038;053-013;735;105-050;694;090-025;678;536
B13-000-000-1463736950;000-000;000-000;1431;053-013;658;180-025;655;1322
X4-090-025-1463738010;090-025;053-013;734;090-100;701;090-025;699;427
B14-000-100-1463736910;000-100;000-100;1367;105-050;672;038-038;669;1022
B108-090-100-1463734360;090-100;090-100;787;053-013;719;090-050;689;539
B101-090-000-1463734360;090-000;120-000;1074;090-000;882;068-038;801;919
B104-120-050-1463734220;120-050;180-050;702;143-013;699;135-025;696;643
X21-135-000-1463736460;135-000;165-000;787;135-000;709;180-025;668;830
X20-165-075-1463734200;165-075;165-075;1086;150-050;730;105-075;695;882
B101-090-000-1463734960;090-000;090-000;1024;060-000;964;068-038;770;896
B100-173-038-1463737890;173-038;143-038;685;165-025;683;143-013;683;658
B109-038-038-1463737500;038-038;023-038;739;038-038;723;105-050;679;610
X4-075-025-1463736940;075-025;053-013;746;075-025;721;105-050;703;506
B14-000-100-1463736730;000-100;000-100;1405;068-038;699;038-038;678;869
MB315-120-100-1463736430;120-100;120-100;862;135-025;701;090-100;669;450
MB276-150-050-1463737630;150-050;150-050;1374;053-013;691;135-075;682;886
B102-030-000-1463734620;030-000;030-000;1129;015-050;674;023-013;662;843
MB508-030-050-1463734410;030-050;030-050;1134;053-013;706;015-050;687;684
MB276-150-050-1463734990;150-050;150-050;1418;053-013;692;150-000;672;919
X3-120-025-1463737780;120-025;105-025;700;135-025;699;090-050;696;535
B13-000-000-1463734650;000-000;000-000;1431;053-013;658;180-025;655;1322
B17-060-000-1463734350;060-000;060-000;1103;023-038;698;053-013;696;783
X25-015-075-1463734650;015-075;015-075;1308;000-050;706;083-013;667;820
B104-113-013-1463736770;113-013;143-013;708;135-025;692;120-050;681;648
B105-060-050-1463734490;060-050;053-013;727;105-050;694;090-025;689;508
MB291-180-100-1463736460;180-100;180-100;1512;023-038;669;053-013;665;859
MB291-180-100-1463734570;180-100;180-100;1446;053-013;666;143-038;662;961
B102-030-000-1463734260;030-000;030-000;1510;015-000;713;053-013;688;908
X23-075-075-1463734590;075-075;090-100;743;075-075;723;053-013;706;532
B13-000-000-1463734870;000-000;000-000;1410;030-000;693;053-013;666;1377
B104-113-013-1463736420;113-013;165-025;705;143-013;688;135-025;677;539
B103-180-050-1463734180;180-050;180-050;772;143-038;724;143-013;660;570
B108-053-038-1463738030;053-038;045-025;691;023-013;688;015-050;686;717
B16-120-000-1463737440;120-000;120-000;1148;143-013;690;053-013;668;833
B103-180-050-1463734710;180-050;180-050;745;143-038;715;150-100;713;576
MB291-180-100-1463734880;180-100;180-100;1406;053-013;670;105-050;657;943
X3-105-025-1463736630;105-025;053-013;727;105-025;680;135-025;677;564
B101-158-013-1463736420;158-013;158-038;711;143-013;699;158-013;689;693
MB291-180-100-1463734890;180-100;180-100;1428;053-013;673;105-050;661;968
X4-075-025-1463733840;075-025;053-013;733;105-050;708;090-025;682;482
B13-000-000-1463736650;000-000;000-000;1385;015-075;662;180-025;660;1338
B109-038-038-1463738200;038-038;030-050;906;030-000;825;060-000;693;856
X3-120-025-1463737950;120-025;053-013;699;143-013;695;105-025;694;622
MB276-150-050-1463733820;150-050;150-050;1411;053-013;687;173-038;668;956
B101-090-000-1463733860;090-000;090-000;1679;060-000;765;143-013;692;1131
B104-113-038-1463737690;113-038;120-100;733;113-038;715;135-025;694;529
B103-128-038-1463737960;128-038;128-038;686;143-013;680;053-013;680;684
MB291-180-100-1463738220;180-100;180-100;1562;023-038;678;015-075;669;715
X4-075-025-1463734450;075-025;135-025;817;105-050;714;053-013;675;342
X4-075-025-1463734480;075-025;105-050;712;075-025;701;053-013;695;354
MB17-090-050-1463736850;090-050;105-050;710;090-050;699;053-013;686;452
B17-060-000-1463734260;060-000;060-000;1149;053-013;702;038-038;693;752
B108-090-100-1463733810;090-100;090-100;771;060-050;714;105-025;689;455
X24-045-050-1463737820;045-050;015-050;754;053-013;701;045-050;693;473
B105-098-038-1463738050;098-038;083-013;708;053-013;696;105-050;674;591
B16-120-000-1463737650;120-000;120-000;1099;143-013;697;165-050;664;870
B108-090-100-1463734060;090-100;090-100;702;053-013;684;060-050;682;563
B105-098-038-1463737640;098-038;060-000;1048;083-013;694;053-013;692;824
X1-180-025-1463737730;180-025;173-013;708;165-025;698;165-050;685;747
X1-165-025-1463734460;165-025;143-038;723;180-050;713;143-013;686;639
X20-165-050-1463737810;165-050;165-025;725;158-013;688;165-050;686;751
X2-150-025-1463738150;150-025;158-038;774;135-025;678;150-025;670;475
B101-090-000-1463734990;090-000;090-000;1285;143-013;701;068-038;697;927
X25-015-075-1463734540;015-075;015-075;899;000-050;771;053-013;653;777
X24-045-000-1463736910;045-000;053-013;738;045-075;710;075-075;677;725
B109-030-100-1463734640;030-100;030-100;808;015-075;766;053-013;631;464
B16-120-000-1463737560;120-000;120-000;1140;143-013;709;165-050;668;839
X21-135-050-1463737980;135-050;165-025;719;165-050;689;143-013;683;800
X22-105-075-1463734430;105-075;053-013;705;143-013;700;120-050;681;754
B100-173-013-1463737010;173-013;173-013;730;165-000;685;165-050;681;630
B108-090-100-1463733980;090-100;090-100;756;053-013;727;105-025;691;568
X20-165-050-1463738190;165-050;165-025;715;165-050;688;143-013;687;761
X22-105-075-1463733810;105-075;105-075;714;128-038;703;053-013;690;784
MB17-090-050-1463738040;090-050;090-050;774;053-013;692;105-050;691;481
B108-090-100-1463733800;090-100;053-013;718;090-100;707;083-013;678;658
B108-090-100-1463735100;090-100;120-100;792;180-050;757;120-025;661;202
X1-165-025-1463734630;165-025;165-025;728;143-013;723;180-025;690;700
X24-045-075-1463734510;045-075;015-075;1336;045-075;717;075-075;677;716
X8-023-038-1463737950;023-038;053-013;718;038-038;705;053-038;677;653
X21-135-000-1463736840;135-000;135-000;875;165-000;710;143-013;673;878
X7-183-013-1463736940;183-013;143-013;742;180-025;674;135-050;668;672
X20-165-075-1463734820;165-075;165-075;1678;150-050;708;053-013;693;876
B14-000-100-1463734550;000-100;000-100;1387;038-038;675;090-025;668;923
B101-158-038-1463737470;158-038;158-038;810;165-050;669;158-013;667;620
X20-165-000-1463736890;165-000;165-000;1038;165-025;673;173-038;649;734
X21-135-075-1463734680;135-075;143-038;757;135-075;726;143-013;663;697
B100-173-013-1463736470;173-013;135-000;731;173-013;705;165-050;668;932
B104-113-013-1463736410;113-013;053-013;703;135-025;692;113-013;687;560
X25-015-000-1463736800;015-000;015-000;1080;053-013;663;038-038;654;766
X5-045-025-1463736430;045-025;060-000;754;083-013;699;023-038;698;783
B17-060-000-1463737020;060-000;060-000;1056;053-013;702;023-038;699;818
X1-165-025-1463734500;165-025;165-025;763;143-038;690;143-013;686;695
X6-015-025-1463736600;015-025;015-050;743;023-013;719;038-038;647;708
X25-015-050-1463737960;015-050;015-050;826;015-025;730;000-050;725;542
B107-068-038-1463737830;068-038;068-038;918;053-013;703;038-038;679;782
B106-083-013-1463737110;083-013;053-013;713;038-038;691;105-050;685;563
B107-068-038-1463738120;068-038;068-038;730;053-013;723;038-038;689;684
X22-105-075-1463734500;105-075;143-013;703;090-000;687;165-025;685;850
B107-068-038-1463737490;068-038;090-000;981;068-038;808;045-075;737;898
X22-105-000-1463736370;105-000;143-013;723;105-000;688;135-025;688;651
B104-113-013-1463736580;113-013;143-013;731;053-013;688;105-000;678;648
MB276-150-050-1463736780;150-050;150-050;1359;173-038;748;053-013;684;993
MB508-030-050-1463734330;030-050;030-050;1129;053-013;699;015-050;675;687
B17-060-000-1463738160;060-000;060-000;793;038-038;686;053-013;685;748
B107-068-013-1463737050;068-013;105-050;709;053-013;677;098-013;657;426
MB315-120-100-1463736420;120-100;120-100;860;090-100;669;105-050;647;451
MB17-090-050-1463736420;090-050;090-050;816;105-050;692;053-013;684;455
B14-000-100-1463733970;000-100;000-100;1366;105-050;668;053-013;663;996
B13-000-000-1463734730;000-000;000-000;1410;030-000;693;053-013;666;1377
X23-075-075-1463734580;075-075;075-075;717;053-013;707;045-075;698;595
X25-015-075-1463735070;015-075;015-075;1096;053-013;662;075-075;651;703
B104-113-038-1463737790;113-038;120-100;733;113-038;715;135-025;694;529
B105-060-050-1463734770;060-050;090-100;721;060-050;714;053-013;705;454
B109-038-038-1463738130;038-038;083-013;723;105-050;669;098-013;668;529
B14-000-100-1463737800;000-100;000-100;1337;105-050;673;053-013;666;1046
X1-180-025-1463738060;180-025;165-025;777;158-013;681;165-050;680;656
B11-180-000-1463733870;180-000;180-000;1425;053-013;682;090-100;675;1330
MB17-090-050-1463734720;090-050;105-050;690;053-013;678;098-013;672;478
B14-000-100-1463734690;000-100;000-100;1303;015-075;724;090-100;684;1048
B14-000-100-1463736700;000-100;000-100;1371;038-038;666;105-050;665;948
B101-158-013-1463737040;158-013;165-025;805;180-050;704;165-050;674;621
X1-165-025-1463734150;165-025;143-013;693;180-025;677;053-013;667;798
X1-165-025-1463733920;165-025;143-013;710;165-025;694;180-050;694;602
X6-015-025-1463736430;015-025;015-050;745;023-013;709;045-025;655;644
MB276-150-050-1463733880;150-050;150-050;1411;053-013;687;173-038;668;956
X20-165-075-1463734970;165-075;165-075;764;150-100;736;135-075;675;658
X3-105-025-1463736550;105-025;135-025;707;143-013;696;053-013;693;562
MB315-120-100-1463737890;120-100;120-100;813;113-038;668;135-025;665;477
X6-015-025-1463736870;015-025;015-050;696;015-025;694;038-038;692;636
X1-180-025-1463737860;180-025;165-025;715;143-013;691;180-025;688;690
B107-068-038-1463737740;068-038;068-038;733;143-013;708;053-013;696;744
X22-105-000-1463736490;105-000;135-025;715;120-025;691;143-013;690;617
B106-083-038-1463738060;083-038;053-013;721;045-000;684;045-025;677;658
MB508-030-050-1463738050;030-050;030-050;819;015-050;714;038-038;703;651
MB315-120-100-1463736850;120-100;120-100;862;135-025;701;090-100;669;450
X25-015-000-1463736760;015-000;015-000;1124;038-038;688;053-013;677;741
X3-105-025-1463734260;105-025;053-013;709;105-025;688;083-013;686;593
B107-150-100-1463734030;150-100;150-100;750;090-100;721;120-100;693;560
B100-173-038-1463737950;173-038;150-050;1223;173-038;831;150-000;690;1030
MB17-090-050-1463738150;090-050;090-050;816;105-050;692;053-013;684;455
X24-045-000-1463736780;045-000;030-050;781;053-013;703;038-038;695;683
MB508-030-050-1463736640;030-050;015-050;750;030-050;699;038-038;672;649
B109-038-013-1463737050;038-013;045-025;691;053-013;680;038-038;676;622
B16-120-000-1463736520;120-000;120-000;1099;143-013;697;165-050;664;870
X2-150-025-1463737670;150-025;150-025;772;183-013;692;135-025;690;501
B14-000-100-1463736880;000-100;000-100;1346;038-038;685;068-038;681;1016
MB17-090-050-1463734710;090-050;090-050;780;053-013;700;105-050;699;481
B109-038-013-1463737140;038-013;075-025;674;105-050;645;120-025;607;85
MB291-180-100-1463734620;180-100;180-100;1512;023-038;669;053-013;665;859
X1-165-025-1463736690;165-025;143-013;711;143-038;694;158-013;682;732
B101-090-000-1463733810;090-000;090-000;1621;060-000;892;068-038;756;968
X21-135-000-1463736810;135-000;135-000;864;143-013;690;173-013;678;892
B14-000-100-1463734890;000-100;000-100;1372;038-038;673;105-050;670;973
MB508-030-050-1463734420;030-050;030-050;1190;015-050;706;053-013;692;652
X22-105-050-1463737740;105-050;090-100;726;053-013;716;075-050;674;481
B104-120-050-1463734640;120-050;135-025;708;143-013;701;053-013;694;590
B17-060-000-1463733910;060-000;060-000;1149;053-013;702;038-038;693;752
B101-090-000-1463733850;090-000;090-000;1657;060-000;825;068-038;707;1047
X8-023-013-1463736370;023-013;015-050;738;023-013;704;045-025;655;641
B106-083-013-1463736960;083-013;083-013;741;090-100;724;053-013;683;687
X22-105-050-1463737770;105-050;075-025;740;105-050;723;053-013;678;400
X1-165-025-1463737130;165-025;143-038;700;135-075;698;158-013;680;687
X24-045-050-1463738040;045-050;053-013;736;045-050;701;038-038;692;504
X3-105-025-1463733850;105-025;105-025;700;135-025;699;090-050;696;535
B13-000-000-1463737080;000-000;000-000;1365;030-000;691;015-075;686;1393
B104-120-050-1463734000;120-050;053-013;719;143-013;713;105-000;684;654
B13-000-000-1463736660;000-000;000-000;1431;053-013;658;180-025;655;1322
X24-045-000-1463736720;045-000;045-075;873;030-050;703;053-013;700;758
X8-023-013-1463736530;023-013;015-050;774;015-025;667;038-038;659;607
B13-000-000-1463734330;000-000;000-000;1397;030-000;675;053-013;670;1427
X25-015-050-1463737660;015-050;000-050;1020;015-025;800;015-050;743;530
B106-083-013-1463736920;083-013;083-013;813;098-013;702;135-025;690;579
X23-075-000-1463736890;075-000;053-013;736;090-100;692;075-000;684;658
X6-015-025-1463734900;015-025;015-025;936;015-050;696;038-038;673;452
B101-158-038-1463738130;158-038;158-038;774;135-025;678;150-025;670;475
X5-045-025-1463734520;045-025;075-075;715;053-013;711;090-100;703;535
MB315-120-100-1463734490;120-100;120-100;844;090-100;677;105-050;646;425
X1-165-025-1463734850;165-025;143-013;729;135-025;676;165-025;668;636
MB508-030-050-1463734360;030-050;030-050;777;053-013;697;045-025;694;686
X21-135-000-1463737100;135-000;135-000;935;173-013;692;143-013;672;774
B103-128-038-1463738190;128-038;143-038;757;135-075;726;143-013;663;697
B104-113-038-1463737560;113-038;113-038;729;090-100;697;053-013;685;622
X5-045-025-1463734750;045-025;015-050;709;023-013;701;045-025;693;682
X24-045-000-1463736750;045-000;068-038;746;053-013;710;038-038;699;749
X24-045-075-1463735100;045-075;045-075;821;015-075;780;090-000;769;859
X2-135-025-1463737120;135-025;135-025;744;053-013;703;150-025;691;460
B100-173-013-1463736730;173-013;173-013;697;183-013;679;150-025;675;634
B102-143-038-1463738020;143-038;135-075;762;143-038;721;180-050;687;658
MB276-150-050-1463736960;150-050;150-050;847;143-038;674;053-013;672;915
X2-135-025-1463736930;135-025;143-013;688;135-025;682;180-050;676;649
MB508-030-050-1463735100;030-050;030-050;1078;053-013;725;045-000;650;653
X21-135-075-1463734600;135-075;135-075;777;143-038;704;143-013;690;739
B17-060-000-1463735000;060-000;060-000;793;038-038;686;053-013;685;748
MB508-030-050-1463734520;030-050;030-050;1190;015-050;706;053-013;692;652
X2-135-025-1463734460;135-025;105-025;704;053-013;703;135-025;700;624
B14-000-100-1463734140;000-100;000-100;1343;105-050;675;038-038;671;1023
B102-143-038-1463738080;143-038;135-075;774;143-038;735;143-013;681;734
X4-075-025-1463734500;075-025;105-050;712;053-013;687;090-025;681;403
MB315-120-100-1463734830;120-100;120-100;917;135-025;666;090-100;654;423
X23-075-075-1463734530;075-075;075-075;757;090-100;733;053-013;695;566
B104-113-013-1463736540;113-013;135-025;681;113-013;676;053-013;675;475
X3-105-025-1463736760;105-025;053-013;718;105-025;699;135-025;695;594
B106-083-013-1463737140;083-013;150-025;748;135-025;739;143-013;675;457
X6-015-025-1463734720;015-025;015-025;862;015-050;691;053-013;672;382
X22-105-075-1463733980;105-075;143-013;721;053-013;675;165-050;674;851
X21-135-000-1463736860;135-000;135-000;821;053-013;683;143-013;665;753
X20-165-075-1463734480;165-075;165-075;1227;143-038;695;180-100;673;819
X1-165-025-1463737000;165-025;165-025;743;173-038;698;173-013;691;766
X21-135-000-1463736780;135-000;120-000;1036;135-000;877;143-013;674;923
B17-060-000-1463733850;060-000;060-000;1096;053-013;699;083-013;682;788
MB315-120-100-1463736900;120-100;120-100;902;135-025;674;090-100;662;398
B14-000-100-1463734810;000-100;000-100;1341;105-050;671;038-038;664;997
X6-015-025-1463736670;015-025;015-050;738;023-013;700;045-025;678;614
X2-150-025-1463737640;150-025;150-025;777;135-025;687;143-013;685;474
X20-165-000-1463736950;165-000;165-000;782;135-000;688;180-025;652;840
B109-038-013-1463736480;038-013;038-038;705;053-013;693;045-025;685;622
B102-143-038-1463737730;143-038;180-050;711;143-038;700;143-013;690;638
B16-120-000-1463734100;120-000;120-000;1310;143-013;688;053-013;675;912
X22-105-050-1463737670;105-050;105-050;712;053-013;700;098-013;689;476
X23-075-050-1463738080;075-050;053-013;714;105-050;701;060-050;698;430
X1-180-025-1463737900;180-025;165-025;764;143-013;694;183-013;682;626
X5-045-025-1463734820;045-025;015-050;744;038-038;693;045-025;686;619
B108-090-100-1463735010;090-100;090-100;766;053-013;703;105-025;677;626
X1-165-025-1463734550;165-025;165-025;716;180-050;712;143-013;694;567
X8-023-013-1463737100;023-013;015-050;745;038-038;686;053-013;661;675
B13-000-000-1463737630;000-000;000-000;1421;053-013;665;180-025;664;1354
X6-015-025-1463735050;015-025;015-025;944;015-050;675;038-038;658;447
X21-135-000-1463736390;135-000;135-000;891;165-000;787;150-000;684;816
B16-120-000-1463736440;120-000;143-013;703;180-025;685;165-050;681;832
X5-090-025-1463737630;090-025;053-013;732;038-038;701;105-050;671;591
X23-075-000-1463736550;075-000;053-013;732;075-075;720;090-100;709;660
X23-075-050-1463737980;075-050;053-013;711;090-100;690;045-050;677;401
X3-105-025-1463736510;105-025;053-013;709;105-025;688;083-013;686;593
X25-015-050-1463738050;015-050;015-050;771;038-038;691;015-025;690;614
B102-030-000-1463734890;030-000;030-000;1613;015-050;666;053-013;657;882
B109-030-100-1463734800;030-100;030-100;739;053-013;710;060-050;704;398
X1-165-025-1463736510;165-025;165-025;744;135-075;727;173-038;726;787
X3-105-025-1463735090;105-025;090-100;720;053-013;708;105-025;703;538
X3-105-025-1463735050;105-025;090-100;729;105-025;711;053-013;693;566
X7-183-013-1463737140;183-013;150-025;681;173-013;670;180-025;660;504
X3-105-025-1463737000;105-025;105-025;700;135-025;699;090-050;696;535
X7-183-013-1463736360;183-013;150-025;734;143-013;705;183-013;698;559
B102-030-000-1463734460;030-000;030-000;1090;015-050;666;053-013;657;874
X23-075-000-1463736790;075-000;053-013;741;090-100;693;075-050;690;510
X2-135-025-1463734300;135-025;143-013;739;135-025;690;135-050;681;678
X24-045-075-1463734390;045-075;045-075;719;015-050;703;075-075;670;718
B11-180-000-1463734400;180-000;180-000;1387;053-013;681;090-100;668;1381
B109-038-038-1463737830;038-038;053-013;718;038-038;705;053-038;677;653
MB17-090-050-1463737030;090-050;090-050;816;105-050;692;053-013;684;455
X24-045-075-1463734330;045-075;045-075;878;090-000;712;015-050;696;752
MB508-030-050-1463735050;030-050;030-050;1190;015-050;706;053-013;692;652
B108-053-038-1463737610;053-038;053-013;704;083-013;701;038-038;692;655
B13-000-000-1463737100;000-000;000-000;1394;015-000;670;000-050;664;1237
B103-180-050-1463734430;180-050;143-038;721;165-025;695;180-050;680;651
B103-180-050-1463734800;180-050;158-038;792;143-038;695;150-025;660;524
B103-180-050-1463733790;180-050;180-050;784;135-025;730;113-038;686;492
B107-068-038-1463738140;068-038;068-038;879;053-013;700;045-000;665;820
B17-060-000-1463735060;060-000;060-000;1055;053-013;690;023-038;672;819
X24-045-000-1463736520;045-000;053-013;703;045-000;670;090-100;665;792
B100-173-038-1463738060;173-038;173-038;899;158-013;697;158-038;692;748
X23-075-075-1463734150;075-075;053-013;725;090-100;720;060-050;703;537
X8-023-013-1463736420;023-013;015-050;708;045-025;705;045-000;671;653
MB17-090-050-1463733870;090-050;090-050;742;053-013;708;105-050;698;508
X1-165-025-1463737080;165-025;143-013;699;165-050;694;165-025;689;799
X3-105-025-1463735030;105-025;053-013;724;090-100;719;105-025;699;567
MB291-180-100-1463734810;180-100;180-100;1446;053-013;666;143-038;662;961
MB291-180-100-1463734380;180-100;180-100;1471;023-038;667;053-013;664;861
B105-060-050-1463734520;060-050;090-100;748;053-013;701;060-050;701;454
X6-030-025-1463737790;030-025;038-038;667;053-013;663;090-100;660;678
X4-075-025-1463737060;075-025;053-013;764;075-025;724;105-050;686;501
MB291-180-100-1463736940;180-100;180-100;1411;053-013;671;143-013;664;934
B13-000-000-1463736810;000-000;000-000;1440;120-025;655;180-025;654;1267
B109-030-100-1463734030;030-100;030-100;937;053-013;688;090-100;682;280
X21-135-050-1463737730;135-050;143-013;706;120-025;695;135-025;694;652
B108-053-038-1463738020;053-038;053-013;753;090-025;689;038-038;679;563
MB508-030-050-1463738170;030-050;030-050;811;015-050;732;053-013;716;588
X21-135-000-1463736660;135-000;165-000;828;135-000;734;173-013;669;788
X6-030-025-1463738130;030-025;015-050;771;015-025;677;038-038;676;641
B13-000-000-1463734750;000-000;000-000;1431;053-013;658;180-025;655;1322
X6-015-025-1463733810;015-025;015-025;969;038-038;674;015-050;674;426
MB508-030-050-1463736970;030-050;030-050;1023;053-013;730;068-038;674;688
MB291-180-100-1463734350;180-100;180-100;1466;053-013;674;023-038;671;907
X20-165-000-1463736420;165-000;150-000;1062;165-000;881;165-025;664;940
B109-030-100-1463734300;030-100;030-100;1173;090-100;686;053-013;682;315
X2-150-025-1463737610;150-025;150-025;743;143-013;683;183-013;664;526
X3-105-025-1463733790;105-025;090-100;729;105-025;711;053-013;693;566
X1-165-025-1463736860;165-025;165-025;777;173-038;752;143-038;663;631
MB291-180-100-1463737870;180-100;180-100;1446;053-013;666;143-038;662;961
B104-120-050-1463733800;120-050;135-025;698;113-038;688;143-013;687;621
X4-075-025-1463734110;075-025;053-013;707;105-050;699;075-025;686;479
B107-068-013-1463736800;068-013;083-013;700;090-100;698;053-013;694;594
B101-158-038-1463737580;158-038;158-038;802;143-038;678;135-025;665;555
B100-150-000-1463734710;150-000;150-000;1441;120-000;797;173-038;723;1201
X1-165-025-1463736800;165-025;143-013;694;143-038;692;128-038;688;746
MB276-150-050-1463737460;150-050;150-050;819;135-075;689;143-038;685;882
MB17-090-050-1463736780;090-050;090-050;816;105-050;692;053-013;684;455
X3-105-025-1463736360;105-025;090-100;729;105-025;711;053-013;693;566
B14-000-100-1463734830;000-100;000-100;1337;105-050;673;053-013;666;1046
X6-030-025-1463737580;030-025;015-050;681;038-038;671;030-025;669;610
